ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_3p427khrx8MbksG,bigsmall,switch,23.19.26.250,9/15/2015 15:43,9/15/2015 15:54,8650happy,Firefox,40,Ubuntu,1024x768,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,81.66,0,44.39,163.063,165.327,10,1,,1,1,,,,just speak a lot,just speak a lot,13.392,58.256,60.383,9,5,4,3,3,4,4,17.899,39.703,40.831,5,4,4,3,13.836,54.166,55.555,9,4,3,3,,4,3,2,,2,4,,3,15.398,165.839,168.443,4,It was very obvious because videoconferencing only have a camera person,1,1.678,12.649,14.985,3,1,3,2,34.17160034,-118.3216019
R_3rHSdAYReZMBGkj,bigsmall,switch,75.143.134.247,9/15/2015 18:57,9/15/2015 19:03,4896happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,72.596,0,5.916,28.983,40.628,4,1,,1,,1,,,Person A was looking at something,Person B was talking and sitting.,3.414,27.982,28.986,11,5,3,4,4,4,2,7.227,12.981,15.39,3,2,2,4,3.479,23.564,24.65,11,2,4,4,,2,4,2,,2,2,,4,5.771,27.867,28.685,3,Because the camera shifted focus during the interview.,2,1.18,6.173,7.826,3,2,4,4,45.67990112,-89.34600067
R_3yHDDWSPaQoHPwd,bigsmall,switch,76.1.214.119,9/16/2015 0:05,9/16/2015 0:08,6535happy,Firefox,40,Windows NT 6.1,1152x720,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,39.893,39.893,76.926,1,4.189,9.029,17.624,2,1,,1,,,1,,looking at a computer,talking,2.941,12.453,13.294,7,4,4,3,3,4,4,8.047,12.009,14.737,3,4,4,4,3.725,19.681,20.531,10,4,2,2,,4,2,2,,2,4,,3,9.351,18.619,20.75,2,yes it was a different angle,3,0.877,5.429,9.035,3,2,4,2,40.77879333,-82.4571991
R_2xVsc0XXpmQ698i,bigsmall,switch,76.1.214.119,9/16/2015 0:09,9/16/2015 0:13,4342happy,Firefox,40,Windows NT 6.1,1152x720,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.828,0,1.631,5.178,14.434,4,1,,1,,1,,,talking,looking at computer screen,4.157,13.637,14.746,8,3,4,4,3,4,2,5.96,9.468,10.495,4,2,2,3,3.318,15.806,16.636,9,3,3,3,,4,3,3,,3,3,,3,2.375,9.55,11.811,3,it was a different angle,3,13.837,18.793,20.238,4,2,4,2,40.77879333,-82.4571991
R_2TFumC6euSL3cBC,bigsmall,switch,98.238.236.30,9/14/2015 17:56,9/14/2015 18:00,8875happy,Chrome,45.0.2454.85,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.745,0,3.547,22.482,28.03,5,,1,1,,1,,,sending email ,changing directions of the neck,1.65,21.32,22.234,7,2,2,2,2,5,2,5.374,15.96,17.033,4,2,2,4,9.841,21.085,21.398,12,3,4,4,,3,3,3,,3,3,,3,1.208,20.952,21.277,3,99%,2,1.004,12.486,13.368,6,1,2,6,,
R_x0dpHwXDFWR2fpT,bigsmall,switch,72.23.5.90,9/14/2015 18:13,9/14/2015 18:17,7857happy,Firefox,40,Windows NT 6.1,1680x1050,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,68.799,68.799,71.886,1,3.039,22.376,40.012,5,1,,1,,1,,,talking to person A,Switching from one camera to another and not saying much,2.7,13.141,13.851,6,4,5,2,2,5,5,5.278,9.39,10.804,3,4,5,4,5.678,17.11,18.018,9,1,1,1,,5,1,1,,1,5,,1,5.297,17.266,18.181,2,it was very obvious.,2,1.385,8.938,9.961,3,1,4,2,,
R_sS997jt3Tg7v2uZ,bigsmall,switch,192.254.73.179,9/14/2015 17:51,9/14/2015 18:18,3812happy,Firefox,40,Windows NT 5.1,1366x664,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,90.397,0,4.507,69.554,123.511,12,1,,1,,1,,,Well... she was describing 3 potential places they could show their ads.,She was looking at person A and checking documents,3.599,13.215,13.982,6,5,5,1,1,5,5,21.176,29.264,31.356,4,5,5,5,3.186,43.37,44.527,14,2,1,1,,5,2,1,,1,4,,2,16.853,132.516,132.877,4,she was using 2 different webcams during the conversation,1,4.195,24.163,25.995,5,1,2,3,,
R_2s4HQGgjWJvMwpi,bigsmall,switch,192.241.157.224,9/14/2015 20:05,9/14/2015 20:14,9018happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",58.768,58.768,75.321,1,1.562,4.882,11.103,4,1,,1,,1,,,talk,hear,1.984,12.432,14.056,16,4,4,4,4,4,4,5.137,8.983,9.684,6,4,4,4,3.942,18.601,19.373,14,3,4,3,,4,4,4,,4,3,,3,7.032,10.684,11.521,2,very,3,5.456,15.628,15.964,8,1,2,4,,
R_2ccuhGTqUVLr7Ef,bigsmall,switch,47.21.152.61,9/14/2015 21:39,9/14/2015 21:43,3001happy,Chrome,45.0.2454.85,Windows NT 6.1,1360x765,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.05,0,1.325,6.021,31.272,4,1,,1,,1,,,Person A was describing potential spots to Person B.,Person B was watching the conference and then also switching to another monitor.,2.758,12.086,13.331,6,4,4,3,3,4,4,4.409,5.709,7.657,3,4,4,4,3.007,17.49,18.207,12,2,3,3,,4,4,3,,3,4,,3,4.648,11.864,12.849,2,Very obvious when the switch happened.,2,0.739,6.34,8.215,4,1,4,4,,
R_xbBLpxfzS9uQakx,bigsmall,switch,200.82.172.252,9/14/2015 22:18,9/15/2015 0:08,8428happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,107.34,0,189.92,253.745,274.444,4,1,,1,,1,,,He is attending the explanation of events,This explaining regarding events,67.669,79.646,80.568,6,4,4,5,4,3,4,20.573,28.005,28.754,3,4,3,4,38.942,69.439,70.436,9,4,2,2,,5,4,2,,2,4,,2,29.783,33.395,34.888,2,It was noted obvious change camera,2,1.293,14.185,15.287,3,1,2,4,,
R_1mKqiOGLLhBNYPl,bigsmall,switch,75.98.238.230,9/15/2015 0:10,9/15/2015 0:20,8570happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",74.79,74.79,76.889,1,6.954,33.786,91.946,4,1,,1,,1,,,speaking,listning,24.084,71.764,72.949,8,3,2,4,4,4,2,46.281,63.562,65.723,3,3,2,4,5.186,90.317,91.351,12,4,3,2,,4,4,2,,2,4,,2,15.319,98.402,138.203,9,she worked on another computer the same task,1,2.541,29.352,32.786,7,1,3,3,,
R_eLfJxqJSG8RCh1P,bigsmall,switch,207.244.78.13,9/15/2015 0:52,9/15/2015 1:02,5742happy,Chrome,44.0.2403.157,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",0,0,293.259,0,20.801,43.09,13.388,5,,1,1,,,1,,only talk,change camera,3.814,14.764,15.478,7,5,5,5,5,5,5,4.212,5.77,6.698,3,5,5,5,7.364,25.396,33.629,10,4,3,2,,5,4,2,,2,5,,2,12.327,37.152,38.87,2,very obvious,2,2.651,8.795,10.204,3,1,4,4,,
R_3CIoM0aXs1mrr1w,bigsmall,switch,75.76.106.74,9/15/2015 4:34,9/15/2015 4:47,3732happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.125,0,1.44,51.112,96.017,8,1,,1,,1,,,she was discussing locations for marketing campaign in a formal language,she was listening carefully and paying attention to person a and she was looking at the email that person a has sent,3.336,40.015,52.014,12,4,4,5,5,4,3,2.047,28.399,29.343,15,4,4,4,7.596,38.845,42.315,12,3,5,4,,4,5,4,,4,5,,4,4.942,45.877,49.08,10,very obvious,2,1.088,11.465,12.755,3,1,2,7,,
R_3jSWgYxlRMyh4w6,bigsmall,switch,73.160.0.196,9/15/2015 5:49,9/15/2015 5:53,4368happy,Safari,8.0.6,Macintosh,1280x800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",0,0,73.495,0,10.833,15.866,24.447,3,,1,1,,,1,,talking,turning,6.454,20.665,21.479,7,3,3,4,4,4,3,6.315,11.391,12.312,3,2,2,3,4.519,16.224,17.505,9,3,4,4,,3,4,4,,4,3,,3,4.629,17.76,19.286,2,extremely obvious,2,2.33,9.852,13.445,4,2,3,2,,
R_1CDubWEIPCFAyYy,bigsmall,switch,190.53.106.191,9/14/2015 19:26,9/15/2015 13:57,7994happy,Chrome,45.0.2454.85,Windows NT 6.3,1280x800,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",88.636,88.636,89.546,1,15.904,100.984,103.297,12,1,,1,,1,,,give orders,hear,10.276,28.955,29.319,11,5,4,4,4,3,4,6.107,9.331,9.918,5,3,3,3,0.953,25.243,25.932,12,3,3,2,,4,2,2,,2,4,,2,25.456,29.952,30.608,4,obvious,2,1.648,6.72,8.325,3,1,2,2,,
R_1pKbaGXI5k7KFvm,bigsmall,switch,205.232.28.240,9/22/2015 16:26,9/22/2015 16:30,2626happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.586,0,3.782,7.434,36.789,4,1,,1,,1,,,Describing locations for advertisments,Listening to the suggestions and checking on them,3.856,13.841,14.821,6,3,3,4,3,5,3,8.977,16.041,16.988,3,2,3,2,6.277,20.607,21.492,9,4,2,2,,4,2,2,,2,3,,2,4.551,11.391,15.543,2,Very obvious,2,1.293,7.614,9.317,3,1,3,2,43.15480042,-75.14260101
R_2VxaUnLicGzh5NL,bigsmall,switch,67.141.20.149,9/22/2015 16:27,9/22/2015 16:30,1811happy,Chrome,45.0.2454.93,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.228,0,5.597,10.124,20.572,4,1,,1,,1,,,Talking,Multitasking,4.037,17.928,18.793,6,1,1,5,5,5,1,6.518,13.476,14.273,3,1,1,5,6.357,24.317,25.499,9,1,5,5,,1,1,1,,1,1,,5,5.643,11.965,23.541,3,She just was not paying attention at all,1,1.501,9.696,12.257,3,2,3,4,37.99519348,-84.36889648
R_31FOc2V6LSwhSYc,bigsmall,switch,54.66.185.187,9/22/2015 16:34,9/22/2015 16:38,1298happy,Firefox,40,Windows NT 5.1,1152x864,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,134.418,0,1.244,37.516,38.877,11,,1,,1,1,,,meeting point in the park,local newspaper can be grow,1.177,4.793,6.039,8,2,4,4,2,3,3,1.604,2.723,3.423,3,3,3,3,2.074,6.305,9.534,10,3,4,4,,4,4,4,,4,1,,3,2.942,14.198,15.056,5,newpaper,4,0.899,5.859,7.291,5,1,2,4,-33.86149597,151.2055054
R_3LXAqgsDlQYykKk,bigsmall,switch,96.236.217.99,9/22/2015 16:44,9/22/2015 16:49,7955happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.708,0,3.5,35.604,57.527,6,1,,1,,1,,,talking to her advisor and then looking on a screen,Video chat with another worker,2.768,13.137,13.911,6,5,5,4,3,5,5,11.639,24.631,25.342,3,3,5,5,6.028,22.452,24.126,9,5,1,1,,5,1,1,,1,5,,1,10.703,27.81,28.918,2,it switch to a diffeent view,2,1.433,8.1,9.723,3,2,5,4,40.40510559,-80.03520203
R_zYII4byBe7Qac8h,bigsmall,switch,107.181.69.145,9/22/2015 16:49,9/22/2015 16:53,7100happy,Chrome,45.0.2454.93,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,68.137,0,2.075,36.044,36.774,4,1,,1,,1,,,They were talking about steps,she sat listening to instructions,12.577,31.028,31.75,8,1,1,5,3,5,2,13.094,22.446,23.072,6,4,3,3,8.538,23.098,24.232,11,3,3,3,,4,3,3,,3,3,,3,7.726,24.646,25.623,2,yes,1,1.381,6.717,8.26,4,1,3,2,32.58140564,-83.62860107
R_a8Xz54DNPQ5XO13,bigsmall,switch,64.251.13.24,9/22/2015 16:58,9/22/2015 17:01,3836happy,Chrome,45.0.2454.94,Android 4.4.4,360x640,"Mozilla/5.0 (Linux; Android 4.4.4; SM-G530F Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36",0,0,80.022,0,6.351,11.411,14.411,3,1,,1,,1,,,Yes,Yes,0.829,4.522,5.394,6,2,2,3,3,2,4,0.824,2.667,3.13,3,3,4,3,1.489,7.666,8.397,9,4,4,4,,3,4,4,,3,3,,3,0.911,3.796,4.862,2,Yes,4,0.926,3.825,4.944,3,1,4,4,25.78289795,-80.13580322
R_3kGwkr01ClyBDpr,bigsmall,switch,54.84.70.10,9/22/2015 17:06,9/22/2015 17:10,1705happy,Safari iPad,8,iPad,768x1024,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",0,0,71.757,0,1.54,11.803,14.949,5,1,1,,1,,,,Nothing,Sitting,1.253,4.813,5.467,6,3,3,3,3,3,3,1.046,2.909,3.746,3,3,3,3,1.63,5.651,6.456,9,3,3,3,,3,3,3,,3,3,,3,1.459,4.02,5.481,2,Ok,4,1.16,5.27,7.949,4,1,2,1,39.04370117,-77.48750305
R_OvWGmuEHlSqL30d,bigsmall,switch,199.115.114.229,9/22/2015 17:17,9/22/2015 17:22,4123happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,9.061,78.901,80.463,3,6.692,25.7,45.129,3,1,,1,,,1,,Person A was giving her opinion ,Person B was listening and evaluation Person A's opinion,3.373,7.933,8.861,6,5,5,5,5,5,5,9.782,13.726,14.365,3,5,5,5,18.987,36.98,37.594,11,5,4,2,,2,4,2,,2,4,,3,12.327,34.815,35.718,2,absolutely obvious,2,1.743,8.408,9.918,3,1,3,7,38.79319763,-77.53659821
R_07LLb907dn3LUw9,bigsmall,switch,190.156.139.223,9/22/2015 17:36,9/22/2015 17:40,3973happy,Chrome,44.0.2403.130,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",0,0,95.877,0,2.751,35.125,39.328,12,1,1,1,1,1,1,,speaking,listening,1.131,4.555,4.943,6,5,5,5,5,5,5,26.333,27.196,27.799,3,5,5,5,1.445,5.342,5.803,9,5,5,5,,5,5,5,,5,5,,5,1.542,8.998,11.545,5,yes,6,2.896,10.383,10.916,5,1,2,7,4.649200439,-74.06279755
R_b1vMziRjXl0a9s5,bigsmall,switch,207.244.77.1,9/22/2015 17:29,9/22/2015 17:47,4378happy,Chrome,45.0.2454.93,Windows NT 6.3,1360x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,80.926,0,1.559,147.438,148.63,9,1,,1,,1,,,It makes references to three different places to person B,"Listen references of person A, and change Webcam",4.312,72.298,73.171,9,4,4,3,4,5,5,27.622,37.537,38.013,3,4,4,4,44.177,71.167,72.216,9,4,3,3,,5,4,4,,3,4,,4,1.349,57.742,59.599,3,"Person B, is aware of being recorded as direct look to the camera",2,0.936,9.079,11.107,4,1,3,4,38.79319763,-77.53659821
R_3j2HlozVodPgS0p,bigsmall,switch,69.174.165.177,9/22/2015 17:47,9/22/2015 17:49,1925happy,Chrome,45.0.2454.93,Windows NT 6.2,1366x768,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",24.67,24.67,80.78,1,1.731,9.225,16.74,4,1,,1,1,,,,Talking,Listening,2.773,6.831,7.642,8,4,4,4,4,3,4,1.29,2.764,3.483,4,4,4,4,4.38,12.226,12.928,13,2,4,4,,4,3,3,,4,4,,4,9.718,22.789,23.79,3,Very obvious,2,1.191,5.153,7.059,3,1,4,4,38.63890076,-87.52760315
R_3j0QTZlLkNpXmuM,bigsmall,switch,173.49.238.142,9/22/2015 17:49,9/22/2015 17:54,2354happy,Chrome,45.0.2454.93,Windows NT 10.0,1280x720,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",7.587,75.837,77.091,2,11.217,35.505,47.468,5,1,,1,,1,,,talking to person B ,listening to person A,7.223,35.577,36.887,9,4,3,4,3,4,3,10.694,18.208,19.393,4,2,4,2,3.39,32.913,34.187,12,4,2,3,,3,3,2,,2,3,,3,10.959,22.783,24.159,4,dont really know,2,1.797,11.786,13.317,7,2,4,2,39.85539246,-75.63420105
R_2VReP0OIJiD50Ss,bigsmall,switch,66.171.228.159,9/22/2015 17:55,9/22/2015 18:00,9816happy,Firefox,30,Windows NT 6.1,1360x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,87.26,87.26,87.563,1,1.572,46.196,47.203,18,,,1,1,,1,,Blonde blue eyes,Hispanic black hair,1.262,4.006,4.851,7,3,4,5,4,4,5,1.128,2.46,2.866,4,3,4,5,0.862,5.997,6.296,7,3,3,4,,4,5,5,,4,5,,4,9.232,45.098,46.116,4,if it was too odv io were two webcams,3,2.034,19.849,21.14,9,1,2,3,33.84030151,-118.3538971
R_24BLxf9WIyUnRnv,bigsmall,switch,172.56.23.238,9/22/2015 19:15,9/22/2015 19:21,1658happy,Chrome,28.0.1500.94,Android 4.4.2,640x360,"Mozilla/5.0 (Linux; Android 4.4.2; en-us; SAMSUNG SM-G386T Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.6 Chrome/28.0.1500.94 Mobile Safari/537.36",0,0,77.22,0,6.265,55.005,82.066,5,1,,1,,1,,,I saw both parties extremely focused.  one party was using two computers,She was following along with what person A was telling her.,6.248,23.728,25.604,6,5,5,3,2,5,5,10.318,27.422,50.009,5,1,5,5,8.756,29.619,31.083,9,4,1,1,,5,4,5,,1,5,,1,10.397,31.283,32.642,2,Very obvious.  the angel changed.,4,1.085,9.88,11.891,3,1,4,4,41.272995,-72.95739746
R_2dtnpAqfOM8rK6V,bigsmall,switch,50.153.178.156,9/22/2015 19:31,9/22/2015 19:36,8178happy,Chrome,45.0.2454.94,Android 4.4.2,320x534,"Mozilla/5.0 (Linux; Android 4.4.2; LG-VS450PP Build/KOT49I.VS450PP1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36",0,0,76.524,0,4.604,30.507,31.559,7,1,,1,,1,,,Talking,Listening and doing other things,4.441,17.333,18.544,6,3,2,5,3,5,2,7.059,15.815,17.706,5,5,2,4,6.562,25.033,26.638,9,2,4,4,,4,5,3,,2,4,,5,37.203,58.865,61.185,4,"There was a beep,and a switch of angles",1,0.825,7.488,9.32,4,2,3,2,38.08880615,-78.55919647
R_3kN7As1d67NIKYu,bigsmall,switch,199.184.38.5,9/22/2015 19:49,9/22/2015 19:58,1252happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",72.266,152.645,155.455,2,24.756,115.436,140.783,12,1,,1,,,1,,she is giving the instructions about campaing ,She is watching the in the pc and listen the instrucctions ,9.432,61.038,62.224,10,3,4,4,2,4,4,20.154,32.428,33.272,3,2,4,4,14.92,40.343,41.252,8,2,2,1,,4,2,2,,2,4,,2,6.469,44.957,46.174,3,because it is another pc ,1,2.399,24.287,28.154,3,1,4,2,38.83180237,-77.2888031
R_bNiKDIEX9NXCZ0J,bigsmall,switch,199.58.86.213,9/22/2015 20:04,9/22/2015 20:18,7862happy,Chrome,45.0.2454.99,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,140.759,0,46.656,132.49,177.689,3,1,,,1,,1,,I hear a character and did what he was telling person B,person B told her to do and the person to hear and did some things q motioned,11.736,44.084,45.296,8,4,4,2,3,4,4,14.905,29.582,30.47,4,4,4,3,15.839,57.083,59.07,10,3,4,3,,4,3,4,,3,4,,3,18.875,40.558,56.45,4,a lot,2,2.705,13.458,15.491,3,1,2,3,39.71569824,-75.52809906
R_2vY6h9Cg97gP1QB,bigsmall,switch,50.195.163.121,9/22/2015 20:23,9/22/2015 20:29,3755happy,Chrome,45.0.2454.93,Windows NT 6.1,1920x1200,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,79.625,0,4.322,35.985,66.638,5,,,1,,1,1,,Person A was describing her ideas for the advertising campaign.,Person B was listening to the ideas and occasionally giving input.,3.875,25.713,27.77,6,4,4,3,2,4,4,6.994,13.698,14.543,3,4,4,4,6.464,40.698,42.072,10,4,3,2,,4,3,1,,1,4,,3,13.265,65.073,66.473,2,It was obvious person B was being recorded with a different webcam because when she turned the screen changed and she was facing the screen again.,1,1.158,5.997,8.111,3,1,4,1,39.7684021,-86.15799713
R_1hSeSugMqvYHFLV,bigsmall,switch,207.244.77.9,9/22/2015 20:29,9/22/2015 20:37,7820happy,Chrome,45.0.2454.99,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,145.993,0,10.073,137.555,139.385,5,,1,1,,,1,,Person A gives information to person B,Person B responds as if he understood the information given loe the person A,4.66,20.849,21.645,6,2,2,2,3,4,2,5.92,7.581,8.259,3,3,3,3,6.896,29.228,29.886,10,2,4,3,,3,3,3,,3,2,,3,6.605,16.623,18.036,2,a lot,2,3.153,7.663,9.256,3,1,2,3,38.79319763,-77.53659821
R_3foj2FFmicruCgJ,bigsmall,switch,76.232.182.5,9/22/2015 21:28,9/22/2015 21:33,1714happy,Safari,5.1.9,Macintosh,1920x1080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",0,0,94.578,0,2.57,7.882,40.362,4,1,,1,,1,,,Talking,"Listening, making sounds of agreement",4.837,14.443,15.347,6,5,5,2,2,5,5,3.722,7.443,9.821,4,4,5,4,5.273,20.506,21.59,10,2,2,1,,4,2,1,,1,4,,2,9.887,32.216,34.751,2,The different camera angles made this apparent.,2,1.928,7.497,8.692,3,2,4,2,38.28320313,-122.0084991
R_2SGft89WhlgNQVt,bigsmall,switch,108.2.11.84,9/22/2015 21:30,9/22/2015 21:40,5817happy,Firefox,40,Windows NT 5.1,785x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,114.829,0,15.949,95.918,164.716,4,1,,1,,,1,,she was explaining something to another employee. She was talking about locations for a campaign.,Person B was listening and viewing the information from Person A. Person B was also reveiwing an email sent to her by Person B.,13.873,50.817,53.85,6,4,4,5,5,5,5,9.796,23.847,26.333,3,5,5,5,12.508,61.224,62.984,12,2,5,2,,5,1,1,,1,5,,1,22.184,74.313,76.385,4,It was not very obvious to me that Person B was recorded with a different webcam.,1,1.262,14.064,17.367,3,2,4,1,39.98829651,-75.22080231
R_1etSCoNtoiFiVih,bigsmall,switch,23.126.73.198,9/22/2015 21:40,9/22/2015 21:43,8940happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.096,0,3.727,27.695,31.156,3,1,1,1,,,,,explaining things,listening and doing what she was told,3.898,8.34,10.01,6,3,3,3,3,3,3,3.607,4.656,5.499,3,3,3,3,7.853,11.995,12.65,9,3,3,3,,3,3,3,,3,3,,3,8.311,40.357,41.847,4,it wasn't obvious,3,1.03,6.807,8.849,3,2,3,1,37.18469238,-94.47380066
