ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_3qQFfz7APb4Tn1U,bigsmall,control,208.70.36.12,9/22/2015 19:14,9/22/2015 19:17,3024happy,Firefox,40,Windows NT 6.1,1280x720,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,11.729,11.729,73.859,1,3.513,8.642,23.141,4,1,,1,,1,,,nodding,talking,3.414,8.575,9.689,6,3,3,3,3,3,3,1.255,2.987,4.179,3,3,3,3,8.069,21.428,22.493,11,1,1,3,,1,3,3,,3,1,,3,,,,,,,1.152,6.935,9.082,3,2,5,1,38.61470032,-89.32379913
R_2ONHHnY55JfLs9p,bigsmall,control,50.141.119.25,9/22/2015 19:12,9/22/2015 19:20,7729happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",21.01,80.429,82.524,3,6.753,142.296,151.426,20,1,,1,,1,,,On a video chat on the computer. Listening to a person describing photos.,On a video chat on the computer. Talking to a person describing photos.,15.994,34.878,37.006,6,5,5,1,1,5,5,8.564,11.88,12.891,3,5,5,5,6.887,24.865,26.284,8,2,2,2,,5,2,2,,2,5,,2,,,,,,,1.377,6.737,8.666,3,2,2,1,39.68370056,-104.9113998
R_2fKkKoXbVLh1MQn,bigsmall,control,199.115.114.229,9/22/2015 19:14,9/22/2015 19:23,9777happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,8.177,101.715,102.719,3,29.549,146.589,168,7,1,,1,,1,,,Person A was sitting talking,Person B was sitting listening to the talk,19.275,78.819,80.76,8,4,2,4,4,5,2,16.514,29.312,30.63,3,2,2,4,6.059,90.459,91.657,12,3,4,4,,2,2,4,,5,4,,2,,,,,,,2.247,17.99,21.292,5,1,3,2,38.79319763,-77.53659821
R_1mDdvRQg5RaoQj2,bigsmall,control,50.141.119.25,9/22/2015 19:21,9/22/2015 19:25,8221happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",73.001,73.001,74.322,1,1.974,102.254,109.856,8,1,,1,,1,,,Explaining where to put pictures on a video chat.,Listening where to put pictures on a video chat.,7.657,18.57,19.83,6,5,5,2,2,5,5,4.324,11.745,12.951,3,5,5,5,3.635,17.211,18.6,10,2,2,2,,5,2,2,,2,5,,2,,,,,,,1.522,4.58,6.096,3,2,2,1,39.68370056,-104.9113998
R_0IIGSg1RvgukgTL,bigsmall,control,137.112.170.78,9/22/2015 19:23,9/22/2015 19:26,7736happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",1.506,1.786,74.663,2,6.513,7.897,15.057,2,1,,1,1,,,,nothong,no,0.914,3.792,4.709,6,3,3,4,4,3,3,0.602,2.394,2.895,5,4,4,4,1.343,5.245,5.951,7,4,3,3,,4,4,3,,4,4,,4,,,,,,,45.599,49.516,50.887,3,1,3,2,39.46620178,-87.31479645
R_w6LkiXyy8nz1qU1,bigsmall,control,159.203.73.248,9/22/2015 19:34,9/22/2015 19:38,2832happy,Chrome,45.0.2454.99,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,73.585,0,8.629,39.134,50.767,5,,1,,1,,1,,speak,hear,6.589,15.74,16.696,6,5,5,4,4,4,4,9.336,14.805,15.555,3,4,4,4,8.15,27.838,28.663,10,5,3,3,,5,3,3,,3,4,,3,,,,,,,2.38,10.556,12.1,4,1,3,3,40.72140503,-74.00520325
R_1dtVO7COOT8td5V,bigsmall,control,65.27.203.168,9/22/2015 19:41,9/22/2015 19:45,7807happy,Firefox,40,Windows NT 6.1,1680x1050,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,79.35,0,12.102,29.339,52.615,4,1,,1,,1,,,Person A was talking to Person B describing the locations,"Person B was responded with only saying ""mhm"".",8.766,24.327,25.636,6,2,2,4,4,5,2,4.716,9.299,10.354,4,2,1,3,6.587,22.786,23.999,10,2,4,4,,2,2,2,,3,2,,3,,,,,,,1.992,8.352,9.915,4,2,3,2,40.08369446,-84.63880157
R_116FpCiHemzg6z7,bigsmall,control,24.165.145.54,9/22/2015 19:44,9/22/2015 19:48,9224happy,Firefox,40,Windows NT 5.1,1024x768,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,23.779,75.301,76.134,2,7.501,14.525,57.787,5,1,,1,,1,,,conversating and interacting with person b,being just blah like she wasnt paying attention doing something else,4.51,18.95,19.635,8,1,1,5,5,5,1,14.485,21.381,22.063,3,1,1,5,3.46,22.765,23.705,11,1,5,5,,1,1,3,,5,1,,3,,,,,,,1.164,10.24,10.939,6,2,4,3,42.10670471,-80.10790253
R_2cqsNkRf6PEsIGa,bigsmall,control,169.226.111.202,9/22/2015 20:07,9/22/2015 20:19,1690happy,Chrome,45.0.2454.93,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,590.209,0,10.35,22.354,22.765,3,1,,,1,1,,,Answering questions,Asking questions,13.796,19.548,19.89,9,4,4,2,3,5,3,7.018,7.889,8.451,3,4,4,4,46.41,54.628,55.517,9,3,2,2,,2,2,2,,2,4,,2,,,,,,,1.164,6.682,7.509,5,2,2,4,42.69290161,-73.83799744
R_28Us7OGYDNJJ4lW,bigsmall,control,71.251.41.103,9/22/2015 20:19,9/22/2015 20:24,6407happy,Chrome,45.0.2454.99,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",3.936,3.936,87.112,1,0.982,1.982,3.269,2,,1,1,1,,,,talking,talking,0.647,175.623,175.982,7,3,3,4,3,4,4,0.786,1.481,2.518,3,2,3,3,1.059,4.603,5.434,9,3,3,4,,4,3,4,,4,3,,4,,,,,,,0.786,3.217,3.895,3,1,3,4,40.77119446,-74.20680237
R_UG6Hvx2IM39I0XD,bigsmall,control,69.60.121.29,9/22/2015 20:39,9/22/2015 20:41,2225happy,MSIE,11,Windows NT 6.3,1360x768,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; .NET4.0E; .NET4.0C; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; GWX:RESERVED; rv:11.0) like Gecko,2.085,3.253,81.771,2,3.21,19.769,20.577,9,1,,1,,,1,,speaking,speaking,0.815,3.942,4.357,10,3,4,4,3,5,4,0.633,1.427,2.572,4,2,3,3,1.73,7.199,8.96,16,4,2,3,,2,4,2,,2,3,,4,,,,,,,1.02,7.396,8.919,3,1,2,2,25.78289795,-80.13580322
R_Tod7huesbQgSPg5,bigsmall,control,78.6.38.102,9/22/2015 20:35,9/22/2015 20:43,1417happy,Chrome,30.0.1599.114,Linux x86_64,360x640,"Mozilla/5.0 (X11; U; Linux x86_64; it-it) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.3.0.1852AP",0,0,155.199,0,7.166,36.987,44.84,7,1,,1,,1,,,talking,listening,12.045,42.87,45.307,6,4,4,2,2,4,4,11.286,24.958,27.485,3,4,2,4,12.802,44.626,46.998,9,3,2,2,,4,2,2,,2,3,,3,,,,,,,4.151,15.464,18.093,3,1,4,4,45.07049561,7.686798096
R_2OHH4MjYQhiQ07R,bigsmall,control,72.192.89.181,9/22/2015 21:33,9/22/2015 21:37,2476happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.943,0,3.548,20.437,27.39,5,1,,1,,1,,,Listing the possible locations,Listening to person A,2.386,11.815,12.324,6,4,4,2,2,5,4,4.516,9.323,9.598,5,4,3,4,4.559,13.011,13.378,10,2,2,2,,5,2,2,,2,4,,2,,,,,,,0.91,4.996,5.7,3,2,2,7,36.06069946,-95.80639648
R_2WJqH8PZYLJ40nH,bigsmall,control,184.5.70.0,9/22/2015 21:49,9/22/2015 21:54,2721happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,75.249,0,17.557,34.139,43.844,3,1,,1,,,1,,Reading,Listening and answering,6.492,28.031,29.492,6,5,4,1,1,5,5,6.662,12.226,13.172,3,5,5,5,9.36,30.109,31.443,9,1,1,1,,5,1,1,,1,5,,1,,,,,,,2.638,12.913,14.784,3,2,4,2,31.02909851,-97.85350037
R_3Mo3ssDk0sPO8x9,bigsmall,control,73.136.211.209,9/22/2015 22:02,9/22/2015 22:05,2348happy,Firefox,40,Windows NT 6.2,1600x900,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,73.631,0,9.458,12.438,40.532,2,,1,1,,,1,,"watching person b, responding",talking to person a,3.711,16.471,17.184,7,5,5,1,1,5,5,5.618,13.89,15.065,3,5,5,5,6.782,18.223,19.285,9,1,1,1,,5,1,1,,1,5,,1,,,,,,,1.731,5.791,7.723,3,2,4,1,30.09829712,-95.35700226
R_30oubJbt4ZlCrpf,bigsmall,control,73.136.211.209,9/22/2015 22:07,9/22/2015 22:09,3650happy,Firefox,40,Windows NT 6.2,1600x900,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.746,0,1.417,8.461,29.201,4,1,,1,,,1,,participating in a video conference,paying attention to person a,4.084,12.744,14.004,6,5,5,1,1,5,5,2.334,7.07,7.774,3,5,5,5,3.797,13.705,15.082,9,1,1,1,,5,1,1,,1,1,,1,,,,,,,1.346,5.118,6.748,3,2,4,1,30.09829712,-95.35700226
R_QfAwTo6lSXWFxAd,bigsmall,control,209.6.138.58,9/22/2015 22:02,9/22/2015 22:10,8496happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,73.431,0,14.826,50.633,61.956,4,1,,1,,,1,,Speaking to Person B,Listening to Person A,5.637,23.285,24.006,6,5,5,3,3,5,5,13.12,22.369,23.485,3,4,4,2,6.749,31.309,33.049,9,3,4,1,,5,3,1,,1,5,,3,,,,,,,1.677,6.236,8.246,3,2,6,1,42.32209778,-71.13339996
R_1dfXW1qZQ92oGZ0,bigsmall,control,174.108.51.7,9/22/2015 22:40,9/22/2015 22:43,4311happy,Edge,12.1024,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",2.923,74.287,75.449,2,10.075,14.801,27.66,5,1,1,,1,,,,talking on a computer,doing the same,1.553,5.693,6.559,7,1,2,3,4,5,4,4.171,5.443,6.426,3,1,2,3,1.795,9.964,10.896,11,1,2,3,,4,5,4,,3,2,,1,,,,,,,1.684,6.966,7.772,5,1,3,2,35.58900452,-80.76799774
R_1meBrPgL85bkpKp,bigsmall,control,50.153.106.201,9/22/2015 22:55,9/22/2015 22:58,6967happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",21.193,74.919,75.893,2,3.571,14.499,32.307,7,1,,1,,1,,,Speaking to person B,Listening to person A,9.105,12.385,12.947,7,3,3,3,3,3,3,1.196,2.075,3.094,3,3,3,3,2.656,6.743,7.642,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.447,11.223,12.653,4,2,2,1,26.12229919,-80.1434021
R_2uwTgJBQ3WKoxVr,bigsmall,control,50.153.106.201,9/22/2015 22:59,9/22/2015 23:02,2337happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",17.773,17.773,78.942,1,5.644,21.586,36.641,6,1,,1,,1,,,Speaking to person B,Listening to person A,1.088,3.72,4.497,7,3,3,3,3,3,3,0.722,1.999,2.532,4,3,3,3,1.311,7.17,7.899,12,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.33,5.538,6.615,5,2,2,1,26.12229919,-80.1434021
R_72l1d34hTyEFIKR,bigsmall,control,75.81.197.82,9/22/2015 23:01,9/22/2015 23:05,3686happy,Chrome,45.0.2454.99,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,70.979,0,5.283,28.085,28.424,5,1,,1,,1,,,"Describing a proposition for placing an ad, and where to place it. ",Listening and responding to person A.,4.236,17.556,18.734,8,3,2,4,2,5,1,4.39,10.307,10.912,6,4,2,3,4.249,19.084,19.967,10,2,4,5,,2,2,2,,4,2,,3,,,,,,,0.901,5.796,7.142,5,1,2,7,37.75549316,-87.04340363
R_3Gdl6ZqKwHW96Zu,bigsmall,control,71.251.181.103,9/22/2015 23:20,9/22/2015 23:24,8063happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.68,0,2.035,42.062,60.389,6,1,,1,,,1,,Person A was giving instructions,Person B was listening to the instructions,3.441,13.118,14.146,8,5,5,1,1,5,5,4.072,8.231,10.07,3,5,5,1,2.991,10.281,11.836,6,1,1,1,,5,1,1,,1,5,,1,,,,,,,1.247,9.971,12.373,3,1,6,2,36.88879395,-76.30570221
R_3256mWSiVRWbxCH,bigsmall,control,98.95.176.23,9/22/2015 23:29,9/22/2015 23:34,3292happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,72.666,0,6.603,30.096,49.519,5,1,,1,1,,,,Talking to a client about where to place advertisements,Not giving any helpful adivce just saying mmhmmm several times,10.17,21.804,33.243,8,1,1,2,2,5,1,9.509,11.925,12.801,3,1,1,1,5.878,29.089,30.443,13,2,4,4,,2,2,2,,2,1,,4,,,,,,,1.144,5.71,7.481,3,1,2,1,32.36709595,-90.3585968
R_27Ik2efOVJMmLA4,bigsmall,control,198.134.125.36,9/22/2015 23:39,9/22/2015 23:46,9401happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",14.061,14.061,71.418,1,4.61,28.772,46.901,5,1,,1,,1,,,just speaking,she just hear and see an email,20.775,82.005,83.372,6,4,4,3,3,4,4,41.196,53.029,53.918,3,4,3,2,11.63,39.034,39.673,9,4,4,2,,4,3,2,,2,4,,2,,,,,,,4.189,22.151,22.589,4,1,3,7,34.05299377,-118.2641983
R_3fw6cnvZYMfHR6F,bigsmall,control,207.160.205.13,9/22/2015 23:42,9/22/2015 23:47,2895happy,Chrome,34.0.1847.116,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",0,0,71.719,0,7.435,13.091,99.329,4,1,,1,,1,,,Person A is talking during most of the video. She is describing the possible locations for placing the ad.,Person B spends most of the video listening to Person A. She occasionally speaks to indicate she is listening.,11.067,24.781,28.169,7,4,4,2,2,5,4,8.033,14.913,15.512,3,3,4,2,7.473,28.585,31.218,9,3,2,3,,4,2,2,,2,4,,2,,,,,,,1.165,5.518,7.185,3,1,3,2,38.88169861,-92.40200043
R_30bE0zmq6a5HmzA,bigsmall,control,76.243.97.115,9/22/2015 23:58,9/23/2015 0:03,4187happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",186.477,186.477,188.514,1,4.824,22.736,26.692,4,,,1,,1,1,,speaking,listening,3.14,7.658,8.799,6,4,5,4,4,5,4,2.98,4.972,6.043,3,5,5,5,3.534,8.003,8.901,9,4,5,3,,4,4,3,,3,3,,4,,,,,,,0.984,7.447,8.49,5,2,4,5,42.59829712,-83.17849731
R_1kFd7wzDKJSqaXL,bigsmall,control,63.141.26.134,9/23/2015 0:12,9/23/2015 0:15,8825happy,Chrome,45.0.2454.93,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.028,0,7.858,23.348,23.667,4,1,1,1,,,,,Talking to Person B,Talking to person A,3.295,12.024,12.289,9,4,5,4,2,4,4,2.245,3.14,4.186,3,4,3,4,4.831,12.694,13.148,9,4,2,2,,5,3,4,,2,3,,4,,,,,,,0.943,2.955,4.006,3,1,2,1,42.19500732,-83.16500092
R_PMo0UAwaVR3xugx,bigsmall,control,66.61.82.242,9/23/2015 0:42,9/23/2015 0:48,4839happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",24.348,94.669,96.544,2,14.741,147.707,149.795,8,1,1,1,,,,,"person A, telling how effective the advertising for each place was","person B, was just agreeing",5.854,32.184,33.995,7,4,3,3,3,5,2,12.305,27.281,28.328,3,4,4,3,9.092,38.095,39.855,9,4,3,3,,4,3,2,,2,4,,3,,,,,,,1.866,13.722,16.086,3,2,4,1,41.13519287,-81.3259964
R_2wsQGBQoyoch9UJ,bigsmall,control,74.221.1.110,9/23/2015 0:49,9/23/2015 0:52,7809happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.443,0,1.678,29.429,43.374,4,1,1,1,,,,,Person a was discussing advertisement placement.,Person b was answering questions.,1.667,4.299,5.679,6,3,3,3,3,3,3,1.128,1.985,2.888,3,3,3,3,2.075,6.538,7.893,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.539,6.347,9.4,3,1,3,2,35.35409546,-89.89579773
R_1QopRopmHoAP5fN,bigsmall,control,174.61.79.26,9/23/2015 1:02,9/23/2015 1:07,6213happy,Chrome,45.0.2454.86,CrOS armv7l 7262.52.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7262.52.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.86 Safari/537.36",4.821,82.772,84.393,5,2.265,60.576,72.703,10,1,,1,,1,,,describing  the locations,listening and nodding,4.698,23.408,25.205,7,4,4,4,4,4,4,4.078,10.065,12.867,4,4,4,4,2.798,33.928,35.465,11,3,4,2,,4,3,3,,3,4,,3,,,,,,,2.61,14.552,17.755,6,2,4,3,25.78889465,-80.29620361
R_3kiANQMqBlhCGF7,bigsmall,control,37.1.208.156,9/23/2015 1:17,9/23/2015 1:23,6095happy,Chrome,45.0.2454.99,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",6.588,72.42,73.98,4,0.188,54.539,79.577,8,1,,,1,,1,,let's make a newspaper,all right,1.164,12.127,13.126,8,4,4,3,3,4,4,2.481,7.851,9.453,4,3,4,3,0.552,20.516,21.466,11,4,2,2,,2,2,3,,2,2,,2,,,,,,,1.852,9.26,10.254,6,1,4,4,45.50830078,-110.2259979
R_3KrP04Nvsuagft4,bigsmall,control,207.244.77.1,9/23/2015 1:26,9/23/2015 1:30,6038happy,Chrome,47.0.2508.0,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2508.0 Safari/537.36",0,0,76.486,0,1.733,28.094,29.483,6,1,1,1,,,,,talking,talking,1.183,2.92,4.357,6,4,4,4,4,4,4,1.115,1.772,2.371,3,4,3,4,0.742,4.216,5.312,12,4,4,4,,4,5,5,,5,5,,5,,,,,,,1.228,11.279,12.467,6,1,3,7,38.79319763,-77.53659821
R_2VKBTcdPDnuSotD,bigsmall,control,23.27.44.80,9/23/2015 2:05,9/23/2015 2:10,4879happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",7.714,86.416,88.398,21,20.036,89.746,92.964,9,,1,,1,,1,,good,bad,3.618,7.991,9.282,6,3,4,3,2,3,3,1.797,3.658,4.899,3,3,4,3,1.205,13.518,14.564,10,3,3,4,,3,4,3,,3,3,,4,,,,,,,1.778,15.707,18.538,6,1,4,2,37.33380127,-121.8914948
R_3kcCYEeIOF28VOU,bigsmall,control,24.44.80.228,9/23/2015 2:10,9/23/2015 2:14,1106happy,Chrome,45.0.2454.93,Windows NT 5.1,1024x600,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",4.781,96.183,97.577,3,7.786,25.368,27.829,5,,1,,1,,1,,talking,nodding,7.614,28.418,29.551,8,3,4,2,2,4,3,11.531,23.817,24.887,4,3,3,2,7.664,38.242,39.578,12,3,2,4,,4,2,2,,4,4,,2,,,,,,,1.726,14.371,15.734,7,2,4,4,40.64489746,-73.95829773
R_116DHdX1Is42vGk,bigsmall,control,66.171.228.142,9/23/2015 3:22,9/23/2015 3:28,7809happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,99.473,99.809,100.14,2,7.455,17.927,49.452,13,1,,1,,1,,,Person A is  asking the person B for her opinion.,Person B is attentively listenting to person A,4.201,20.481,21.276,8,4,4,3,2,4,4,4.889,12.858,13.116,4,4,4,3,4.09,22.826,25.035,14,2,4,2,,4,4,2,,2,4,,3,,,,,,,1.603,12.146,13.389,6,1,3,6,33.84030151,-118.3538971
R_PUsonAH13NqUGeR,bigsmall,control,73.221.254.240,9/23/2015 3:31,9/23/2015 3:37,4804happy,Chrome,45.0.2454.93,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,84.272,0,5.599,32.51,39.62,6,1,,1,,1,,,just sitting there,just sitting there,13.959,39.258,41.827,6,3,3,4,3,3,3,11.002,20.165,22.746,3,4,3,3,9.646,56.811,58.626,9,2,3,3,,2,3,2,,2,3,,3,,,,,,,2.342,10.988,15.037,3,2,5,1,47.75419617,-122.2444
R_1KwEE6DM8s7ad4f,bigsmall,control,24.190.37.197,9/23/2015 3:53,9/23/2015 3:57,5059happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.419,0,1.343,7.084,22.192,4,1,,1,,1,,,Suggesting meeting places for the campaign,Listening and agreeing,9.027,32.193,34.309,7,5,5,2,1,5,2,8.429,16.024,17.193,3,4,2,3,8.092,37.7,40.127,9,1,3,3,,2,2,1,,1,2,,1,,,,,,,1.784,12.539,15.503,3,2,3,2,40.76620483,-72.83769989
R_D6twMIppAneTAwF,bigsmall,control,24.190.37.197,9/23/2015 4:06,9/23/2015 4:11,3565happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.358,0,1.709,4.922,92.47,4,1,,1,,1,,,She was explaining to person A about possible meeting places for the campaign. She was also comparing the costs of the different locations,"The persosn was acting like she was listening, but seemed distracted. She was nodding and agreeing with what person A was saying",8.344,19.633,20.479,6,3,3,4,2,5,2,13.161,19.155,20.071,3,4,2,1,8.626,29.508,31.063,8,2,4,4,,2,2,2,,2,2,,2,,,,,,,1.073,4.365,6.19,3,2,3,2,40.76620483,-72.83769989
R_3Nzagb0LyNkQqxL,bigsmall,control,76.119.251.163,9/23/2015 4:07,9/23/2015 4:11,3879happy,Chrome,45.0.2454.99,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,71.397,0,5.367,12.943,32.67,4,1,,1,,1,,,Talking about the locations,Listening to person A,5.424,29.99,31.361,8,4,5,5,4,5,3,7.212,18.917,20.077,4,4,3,2,6.615,31.072,32.292,9,4,3,3,,3,3,2,,2,3,,4,,,,,,,0.911,7.26,8.175,4,1,4,6,42.62409973,-71.33889771
