ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocaitonCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,chatting with a friend.,focusing on the document person A is talking about.,looking at a document for another project.,AvgWork,AvgPersonal,AvgMeetin,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#","When person B switched to her second monitor, another webcam was used to record person B.",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,"How often do you use video conferencing tools? For example, Skype, FaceTime, Google Hangouts etc.","This is the end of the survey, thank you for your participation.   Your unique code is: ...",LocationLatitude,LocationLongitude
R_3qOTd5dUDkoDpjj,sidebyside,switch,207.244.86.215,9/9/2015 0:43,9/9/2015 0:46,5107happy,Chrome,45.0.2454.85,Windows NT 6.3,1440x900,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",34.458,96.375,98.02,2,1.371,9.203,13.92,4,1,1,1,,,,,talking,answer,1.15,3.448,4.029,7,5,5,5,5,5,5,1.073,1.98,2.439,3,5,5,5,0.207,1.95,2.369,4,5,5,5,5,5,5,5,5,5,,,,1.377,8.681,9.846,2,1,nothing,6,1.408,7.243,8.507,3,1,3,3,,,
R_2wddwn3mCHA0D2W,sidebyside,main,173.244.212.56,9/8/2015 16:11,9/8/2015 16:14,6721happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.192,0,11.584,15.233,15.619,2,,,,1,1,1,,dfdf,dfdf,7.875,7.875,9.026,1,1,1,1,2,2,1,4.832,6.339,7.171,3,1,2,3,1.77,6.696,7.455,8,1,3,3,2,2,3,3,2,3,,,,,,,,,,,1.76,6.09,7.16,3,1,2,4,1,32.78309631,-96.80670166
R_31MnxubLmiJKM6c,sidebyside,main,190.77.155.132,9/8/2015 16:11,9/8/2015 16:16,1052happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",55.591,55.591,81.62,1,12.74,32.667,56.899,5,,1,,1,,1,,They are tryying to teach someone to the person B,She's are trying to understand what the person A are saying,1.799,21.275,22.51,6,3,2,5,5,3,3,7.311,13.674,14.012,6,2,3,3,6.359,22.627,23.601,10,3,3,5,1,1,5,5,1,3,,,,,,,,,,,1.517,14.298,15.252,4,2,2,2,1,10.5,-66.91670227
R_1j9UqFMXxNYx3QO,sidebyside,main,24.12.122.13,9/8/2015 16:10,9/8/2015 16:18,1806happy,Firefox,39,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,13.749,97.543,98.672,2,104.647,180.066,200.771,6,1,,1,,1,,,She was the one giving directions,she was listening and answering,3.09,21.718,22.763,10,4,4,2,2,4,4,27.51,31.34,32.601,3,4,4,4,5.299,27.819,28.874,13,4,3,2,5,4,2,2,4,3,,,,,,,,,,,2.872,15.291,16.471,6,2,4,6,1,42.35949707,-88.27339935
R_1M0x1oM6ujCzGXL,sidebyside,main,99.9.104.178,9/8/2015 16:13,9/8/2015 16:18,3704happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,68.24,0,1.987,6.275,68.001,4,1,,1,,1,,,she was focused on the meeting and trying to relay what needed to be done,"was listening at first, but got a notification on her computer, maybe an email? and started to look at that, and you could tell she was not really listening to the other person as much ",2.455,15.633,16.15,7,1,1,5,1,5,2,4.475,11.351,11.736,4,2,2,4,6.893,26.136,26.518,10,1,5,4,2,3,4,4,1,4,,,,,,,,,,,0.965,8.693,9.512,4,2,4,2,1,42.36839294,-83.37200165
R_2sRx84XAWldHQVD,sidebyside,main,173.244.212.56,9/8/2015 16:16,9/8/2015 16:18,6272happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,62.151,0,5.689,9.62,10.553,6,1,1,1,,,,,ghfg,gfg,0.988,3.93,4.696,6,1,2,1,2,2,2,3.121,4.21,4.957,3,1,2,1,1.724,7.989,8.988,11,2,3,2,1,2,1,3,3,2,,,,,,,,,,,1.549,4.574,5.563,3,1,2,5,1,32.78309631,-96.80670166
R_yDYFDxzFps7G7UR,sidebyside,main,204.210.191.249,9/8/2015 16:15,9/8/2015 16:20,3391happy,Chrome,45.0.2454.85,Windows NT 10.0,1280x720,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,68.617,0,1.361,43.966,46.31,6,1,,1,,1,,,Talking and what appeared to be reading,Listening and reviewing emails,3.878,28.892,30.227,6,3,3,4,2,4,2,5.817,25.302,27.167,4,3,2,2,6.411,41.207,44.041,10,3,4,2,3,3,3,3,4,4,,,,,,,,,,,1.098,11.703,15.907,3,1,4,3,1,41.02990723,-81.33670044
R_2WMeFYUIyu0pIgy,sidebyside,main,24.12.122.13,9/8/2015 16:19,9/8/2015 16:26,1028happy,Firefox,39,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,78.376,78.376,79.494,1,1.436,30.889,33.38,6,1,,1,,1,,,Person A was speaking,Person was listening and responding.,2.692,10.38,11.866,6,4,4,3,3,4,4,6.049,10.957,11.809,3,4,4,4,8.634,24.55,25.547,12,4,2,2,4,3,2,2,4,3,,,,,,,,,,,11.731,18.642,19.667,7,2,4,7,1,42.35949707,-88.27339935
R_1XNpjucNvSYlshr,sidebyside,main,216.104.36.238,9/8/2015 16:23,9/8/2015 16:26,6112happy,Firefox,40,Windows NT 6.3,1440x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,83.722,0,9.135,14.381,18.764,3,1,,,1,,1,,Bus stop near the courthosue,Bus stop near the courthosue,1.562,5.378,6.474,6,4,2,2,4,3,2,2.685,3.588,4.536,3,5,5,5,3.807,10.043,11.379,9,3,3,2,3,2,2,4,4,4,,,,,,,,,,,2.526,26.684,30.707,3,1,2,7,1,41.88760376,-87.63680267
R_Abap0ionuKTOAzn,sidebyside,main,73.188.139.117,9/8/2015 16:27,9/8/2015 16:29,1944happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.385,0,1.223,18.39,19.396,5,1,,1,,1,,,talking to person b,not paying attention really,3.161,5.253,5.96,6,2,3,3,2,3,2,1.275,2.262,3.019,3,3,2,2,1.692,5.399,6.042,10,2,3,2,3,3,4,2,3,3,,,,,,,,,,,1.338,3.921,4.784,3,1,3,3,1,40.10119629,-75.1780014
R_sZn9hwBSnN2D3jj,sidebyside,main,72.16.166.233,9/8/2015 16:27,9/8/2015 16:30,4245happy,Firefox,40,Windows NT 6.1,1280x1024,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,62.532,0,1.283,3.939,30.682,4,1,,1,,1,,,She was talking about different palces for advertising,"She was trying to pay attention to person A, but was seemingly distracted.",4.477,11.901,12.332,7,4,3,4,3,5,3,3.665,9.721,10.162,5,3,2,2,3.324,19.46,20.022,11,2,4,4,2,3,1,1,2,3,,,,,,,,,,,1.092,4.845,5.632,3,1,4,2,1,42.01060486,-87.66860199
R_1r8tSTOzyltVkZj,sidebyside,main,146.209.159.16,9/8/2015 16:29,9/8/2015 16:33,5067happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",2.151,70.771,71.808,3,3.615,19.461,25.532,6,1,,1,,1,,,Talking about what they were going to be doing,Not really paying attention ,2.873,20.515,21.357,8,5,2,2,3,5,1,18.657,25.692,26.842,3,2,1,4,5.057,23.596,24.458,13,3,4,4,2,4,4,4,4,4,,,,,,,,,,,1.413,11.769,12.662,7,2,2,4,1,37.69219971,-97.33750153
R_2vkLRzKg1RNNIz5,sidebyside,main,54.148.44.119,9/8/2015 16:18,9/8/2015 16:35,9023happy,Chrome,44.0.2403.155,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",396.496,396.496,399.477,1,2.512,64.407,71.913,10,1,,1,,1,,,Asking some question about some marketing ad placements,Listenting to person A and Multitaking,3.239,35.736,36.681,12,4,3,5,5,4,4,4.177,11.115,11.929,3,4,3,4,1.463,30.763,31.427,18,5,4,3,4,4,4,4,5,4,,,,,,,,,,,1.618,7.707,10.095,3,1,3,2,1,45.83990479,-119.7005997
R_We8Rl7VcQMMPruF,sidebyside,main,174.106.115.100,9/8/2015 16:31,9/8/2015 16:36,8508happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,67.976,0,19.155,70.568,87.997,6,1,,1,,,1,,"Video conferencing, talking, sending pictures to person B","Video conferencing, talking, receiving and then viewing pictures sent by person A",3.748,20.854,21.459,7,4,4,4,4,4,4,11.812,15.264,15.865,3,4,4,4,6.11,21.707,22.911,13,3,3,3,4,3,3,3,4,3,,,,,,,,,,,1.086,8.448,9.641,3,1,4,4,1,35.05700684,-79.01470184
R_1HhJWgvmCkPA175,sidebyside,main,216.185.58.105,9/8/2015 16:30,9/8/2015 16:36,5331happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,26.634,76.303,109.264,2,3.576,9.724,20.952,6,,1,,1,,1,,Very fine,Very good,2.548,6.254,7.365,7,4,3,4,5,4,4,1.005,2.168,3.069,3,3,4,5,4.411,8.322,13.218,10,4,4,5,4,4,3,4,5,4,,,,,,,,,,,0.859,9.492,10.79,3,1,3,2,1,39.96530151,-83.02349854
R_74ojmh8T6EEkMzX,sidebyside,main,179.43.203.190,9/8/2015 16:28,9/8/2015 16:39,8667happy,Firefox,40,Windows NT 6.1,1280x800,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,56.934,59.913,61.358,5,2.971,8.432,33.665,4,1,,1,,1,,,Asking some question about ad locations,Trying to listen to person A,1.192,9.403,10.432,6,4,4,5,4,4,4,1.843,4.492,5.644,3,4,4,4,0.753,31.378,32.243,14,3,3,3,5,4,4,2,5,4,,,,,,,,,,,1.448,4.621,6.107,3,1,3,2,1,41.69290161,-111.8146973
R_290S5qEGnLI18tt,sidebyside,main,206.190.129.237,9/8/2015 16:12,9/8/2015 16:39,9042happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",13.572,110.446,113.114,3,9.445,190.834,242.989,4,1,,1,,1,,,She was asking a few question about ad placement locations,She was responding to the question asked by person A,8.512,39.522,40.629,9,4,5,4,3,5,4,1.226,45.339,46.304,7,4,5,5,3.471,67.022,68.407,19,4,5,4,5,5,4,4,5,4,,,,,,,,,,,2.347,13.178,16.537,5,1,3,2,1,41.69290161,-111.8146973
R_3LbDYUvwwQkjJ6E,sidebyside,main,54.174.77.195,9/8/2015 16:39,9/8/2015 16:41,2287happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.059,0,0.849,6.165,8.663,5,,1,,1,,1,,yes,yes,0.96,4.153,4.745,6,1,2,1,3,4,3,1.169,2.488,3.016,3,1,3,4,1.307,10.807,12.039,8,1,3,2,4,5,1,2,1,3,,,,,,,,,,,2.574,6.721,8.362,3,2,3,1,1,39.04370117,-77.48750305
R_Tq0qO3rn7eY3qb7,sidebyside,main,184.154.18.222,9/8/2015 16:42,9/8/2015 16:44,3420happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.443,0,1.151,7.483,10.149,6,1,1,,1,,1,,yes,yes,0.923,5.177,5.774,6,1,3,2,5,1,4,1.224,2.635,3.698,3,1,3,2,1.661,11.833,12.523,9,1,2,4,3,2,5,1,3,5,,,,,,,,,,,0.954,5.506,5.95,5,2,3,1,1,41.88250732,-87.64409637
R_pERGHlGVkEwNzYR,sidebyside,main,66.171.228.161,9/8/2015 16:45,9/8/2015 16:47,5487happy,Chrome,45.0.2454.85,Windows NT 5.1,1280x1024,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.532,0,1.707,8.083,8.4,5,1,,1,,,1,,preguntas ,responde,0.965,3.135,3.599,10,5,4,5,5,5,5,0.806,1.658,2.102,4,5,4,5,0.307,3.759,4.368,8,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1.157,4.544,5.405,3,1,3,7,1,33.84030151,-118.3538971
R_3pmMr5uvaRXi5nF,sidebyside,main,38.75.37.86,9/8/2015 16:44,9/8/2015 16:48,6432happy,Chrome,44.0.2403.155,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",0,0,72.215,0,3.997,19.351,28.694,5,1,,,,1,1,,talking,looking distracted,7.207,31.546,32.741,7,2,2,5,4,5,2,17.826,24.908,28.572,3,4,2,4,10.491,45.157,46.717,10,4,4,4,3,4,4,4,3,3,,,,,,,,,,,1.764,13.548,15.798,3,1,4,2,1,34.42770386,-117.4821014
R_1meNfxMjfbAE0r6,sidebyside,main,108.36.138.224,9/8/2015 16:49,9/8/2015 16:53,1981happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",71.531,71.531,72.315,1,1.631,62.254,64.12,7,1,,1,,1,,,Person A was talking. She was also moving her head as she talked.,Person B was looking into the camera. She turned to her left to look at something else after person A mentioned something.,1.919,8.223,9.009,6,5,5,5,5,5,5,2.227,6.795,7.546,4,4,5,5,2.459,18.596,19.42,11,4,1,1,5,1,1,1,5,1,,,,,,,,,,,1.206,6.255,7.35,4,1,4,1,1,40.75300598,-75.30619812
R_2aPRCjoSNjyQhp0,sidebyside,main,66.171.228.125,9/8/2015 16:51,9/8/2015 16:54,8862happy,Chrome,45.0.2454.85,Windows NT 5.1,1280x1024,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,84.737,0,1.786,8.263,10.41,5,,1,,1,,1,,questions,answers,1.494,4.961,5.579,7,5,5,5,5,5,5,1.503,2.56,3.783,4,4,4,4,3.591,7.945,8.69,14,3,3,4,4,4,4,4,4,4,,,,,,,,,,,1.601,7.377,8.93,4,1,4,3,1,33.84030151,-118.3538971
R_2P0ivchs1Rm0e3j,sidebyside,main,173.185.247.117,9/8/2015 16:54,9/8/2015 16:57,1432happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",75.24,75.24,76.223,1,5.293,16.357,18.045,4,,1,1,1,,,,dk,na,2.686,5.509,6.765,7,3,3,3,3,3,3,2.284,3.152,3.928,3,3,3,3,1.705,6.453,7.484,11,2,3,3,4,4,3,2,2,3,,,,,,,,,,,1.675,7.58,8.693,5,2,3,4,1,32.90010071,-94.6753006
R_3mfPtMdezPXV04M,sidebyside,main,99.126.168.235,9/8/2015 16:50,9/8/2015 16:57,3814happy,Chrome,44.0.2403.157,Windows NT 6.3,1440x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",73.549,73.549,74.584,1,10.42,14.435,21.755,2,1,,1,,,1,,talking,listening,7.547,25.808,26.61,6,4,4,3,3,5,3,17.761,24.858,25.563,3,2,4,2,8.457,25.036,25.85,9,4,4,3,5,3,2,2,5,2,,,,,,,,,,,5.656,11.31,13.932,3,2,4,1,1,41.49729919,-81.4713974
R_Zw8DzZ1spyesTGV,sidebyside,main,98.113.94.61,9/8/2015 16:53,9/8/2015 16:58,5980happy,Chrome,43.0.2357.81,Windows NT 10.0,1680x945,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/43.3.3.185 Chrome/43.0.2357.81 Safari/537.36",95.468,95.468,98.049,1,2.72,25.839,50.398,5,1,,1,,1,,,describing the locations to the woman in B,"she was listening, and looked to her left. ",13.688,25.64,26.881,7,3,3,4,2,4,3,5.247,11.83,12.599,3,2,2,3,6.352,34.136,36.503,14,2,3,3,4,3,2,2,4,4,,,,,,,,,,,1.089,10.649,15.578,4,1,4,4,1,40.61000061,-73.91079712
R_3nia7JyJjgKmi8Y,sidebyside,main,108.217.118.98,9/8/2015 16:56,9/8/2015 17:00,2922happy,Chrome,45.0.2454.85,Windows NT 6.0,1280x800,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.25,81.373,82.42,2,7.185,28.333,48.552,6,1,,1,,1,,,talking to person b,she was doing something on her computer,9.129,32.737,34.017,6,3,4,4,3,5,3,9.948,16.562,17.872,3,3,4,3,6.48,33.796,34.759,11,3,3,3,4,3,3,3,4,3,,,,,,,,,,,2.129,19.851,21.504,6,2,5,1,1,33.20230103,-84.23059845
R_1l0ROR6j0ypPd0B,sidebyside,main,69.60.121.29,9/8/2015 16:56,9/8/2015 17:00,1167happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",5.599,38.222,112.526,2,3.015,49.465,54.017,7,1,,1,,1,,,advertising company manager,advertiser,1.57,7.108,7.896,6,2,3,3,2,4,4,1.384,3.405,4.59,3,3,4,2,3.408,12.114,13.873,9,3,4,4,2,3,4,2,2,5,,,,,,,,,,,2.195,11.351,12.612,5,1,3,6,1,25.78289795,-80.13580322
R_3q8KCNJ6brdExuj,sidebyside,main,67.248.115.74,9/8/2015 16:58,9/8/2015 17:01,5411happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",70.649,70.649,72.743,1,1.776,6.084,22.938,4,1,,1,,1,,,reading and talking,just listening,3.015,16.129,17.04,6,4,2,4,4,4,2,7.109,13.323,14.184,3,3,2,4,4.803,24.644,25.318,10,3,4,3,3,3,3,3,2,3,,,,,,,,,,,1.356,6.684,8.36,3,2,5,2,1,42.92860413,-74.71649933
R_12fOftpKuIJLLNr,sidebyside,main,99.124.135.246,9/8/2015 16:57,9/8/2015 17:05,1484happy,Chrome,45.0.2454.85,Windows NT 10.0,1600x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",6.885,196.764,236.631,3,6.532,49.397,61.907,6,1,,1,,1,,,Sitting in a chair talking to the other person,Sitting in a chair listening to person A,4.816,19.182,20.229,6,4,4,2,2,4,4,14.564,22.455,23.56,3,2,4,4,5.678,24.055,25.259,10,2,2,2,4,2,2,2,5,3,,,,,,,,,,,1.822,16.262,17.881,5,1,3,2,1,39.79260254,-86.25509644
R_Wpbq17WbqZpX98l,sidebyside,main,68.231.56.83,9/8/2015 16:57,9/8/2015 17:05,1616happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.367,0,4.784,72.25,73.352,6,1,,1,,1,,,Person A was giving person B the 3 different locations for the advertising,Person B seemed very disinterested in hearing the information...at one point she even looked away to her computer screen,5.314,22.111,23.455,6,2,2,4,4,5,1,20.287,26.481,27.282,3,4,1,3,6.75,30.366,31.134,10,2,4,3,3,3,3,3,2,3,,,,,,,,,,,2.039,10.944,12.445,4,1,5,4,1,33.64750671,-112.3883972
R_1r0vTz6jxk6SwUS,sidebyside,main,71.50.200.218,9/8/2015 17:06,9/8/2015 17:09,5028happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.867,0,3.46,11.146,23.548,5,1,,1,,1,,,Speaking,Listening and looking away,2.893,12.716,14.083,6,3,4,4,4,4,2,10.454,14.34,15.437,3,4,3,4,4.934,16.829,17.527,11,2,3,3,4,4,2,2,4,3,,,,,,,,,,,1.332,5.967,7.798,3,2,4,1,1,40.48959351,-82.85910034
R_vcR8Qannj8EBaTL,sidebyside,main,207.244.72.195,9/8/2015 17:12,9/8/2015 17:14,7910happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",2.198,64.263,65.266,3,1.015,12.468,20.854,6,1,1,1,,,,,asking questions,answering questions,2.423,5.45,6.128,6,5,5,5,5,5,5,1.04,2.473,3.295,3,5,5,5,1.569,5.029,5.868,7,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1.563,7.949,8.77,7,1,2,6,1,38.79319763,-77.53659821
R_1C1tjpv0Uy5NQjY,sidebyside,main,165.139.179.225,9/8/2015 17:10,9/8/2015 17:16,3713happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.733,0,5.489,212.416,212.874,15,1,,1,,1,,,the woman on the left gives instructions about the ad campaign that will make the company product,The woman was clearly following intrsucciones right of women to and viewing photos had happened in advance,4.378,23.146,23.875,6,5,3,2,3,4,2,5.126,15.773,16.226,6,1,2,2,1.863,39.822,40.721,16,2,3,5,3,2,1,1,3,2,,,,,,,,,,,1.559,13.768,14.644,5,1,2,6,1,37.97479248,-87.55590057
R_2pSNEK2dl69Ky2Y,sidebyside,main,70.190.30.211,9/8/2015 17:12,9/8/2015 17:18,7650happy,Chrome,45.0.2454.84,Android 5.0.1,360x640,"Mozilla/5.0 (Linux; Android 5.0.1; SCH-I545 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",0,0,82.026,0,6.216,34.589,40.663,7,1,,1,,1,,,Talking,Listening and checking email,5.746,30.988,33.57,8,3,4,4,2,5,4,14.204,22.692,24.548,3,3,4,4,18.808,45.109,46.716,9,3,1,1,5,2,1,1,5,2,,,,,,,,,,,1.212,11.354,13.021,3,1,4,2,1,33.32009888,-111.8739014
R_2VDUyeRD9eNnl6L,sidebyside,main,67.234.127.233,9/8/2015 17:13,9/8/2015 17:18,6521happy,Firefox,39,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,21.322,21.322,73.47,1,2.472,28.761,43.434,8,1,,1,,,1,,Conferring to person B potential advertising spots,Distracted halfway through the video by something else on her computer,4.891,21.548,22.08,7,1,1,4,4,5,1,9.125,18.637,20.595,3,2,2,1,5.833,26.454,27.811,9,2,5,5,4,5,1,1,1,4,,,,,,,,,,,1.491,12.853,13.987,6,2,3,2,1,40.04580688,-77.48069763
R_vIHGWD7IrH70NYB,sidebyside,main,65.60.51.3,9/8/2015 17:15,9/8/2015 17:18,8782happy,Firefox,40,Windows NT 6.1,1280x720,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,5.785,66.1,70.041,3,1.741,48.87,49.629,8,,1,,1,,1,,Methods of using video conferencing,Methods of using video conferencing,1.107,8.635,9.929,10,1,2,3,3,2,1,1.56,2.84,3.719,3,2,3,4,1.419,10.894,11.552,11,1,2,3,3,2,4,3,3,3,,,,,,,,,,,1.539,9.475,11.468,5,1,2,3,1,41.88250732,-87.64409637
R_2f1ypTLTkNPDLGU,sidebyside,main,108.75.125.108,9/8/2015 17:14,9/8/2015 17:20,6351happy,Edge,12.1024,Windows NT 10.0,1600x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",73.569,73.569,74.02,1,16.038,73.308,78.244,9,1,,1,,1,,,Explaining everthing to person B,Listening to what person A was saying,5.014,28.846,29.843,9,2,3,5,4,4,2,14.084,21.693,22.556,4,4,3,4,4.909,23.893,25.574,10,5,3,3,4,2,2,2,5,2,,,,,,,,,,,1.834,7.762,9.232,3,2,2,4,1,41.40440369,-81.55639648
