ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click 2,Timing-Last Click 2,"Timing-#QuestionText, TimingPageSubmit# 2","Timing-#QuestionText, TimingClickCount# 2",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click 3,Timing-Last Click 3,"Timing-#QuestionText, TimingPageSubmit# 3","Timing-#QuestionText, TimingClickCount# 3",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click 4,Timing-Last Click 4,"Timing-#QuestionText, TimingPageSubmit# 4","Timing-#QuestionText, TimingClickCount# 4",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click 5,Timing-Last Click 5,"Timing-#QuestionText, TimingPageSubmit# 5","Timing-#QuestionText, TimingClickCount# 5",looking at a document for another project.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgWork,browsing Facebook.,chatting with a friend.,reading a personal email.,AvgPersonal,focusing on the document person A is talking about.,searching for other locations for the advertising campaign.,AvgMeeting,listening to person A.,MostLikelyActivity,Timing-First Click 6,Timing-Last Click 6,"Timing-#QuestionText, TimingPageSubmit# 6","Timing-#QuestionText, TimingClickCount# 6",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click 7,Timing-Last Click 7,"Timing-#QuestionText, TimingPageSubmit# 7","Timing-#QuestionText, TimingClickCount# 7",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude,RepeatAnswer,TotalTimer,Mahal. Distance,MeetingNotMeeting,MultitaskenNotMultitasken
R_3HHN91F3PJZy5XS,bigsmall,switch,107.182.226.90,09/15/2015 7:49 AM,09/15/2015 7:55 AM,9246happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",20.702,20.702,73.591,1,1.492,60.155,110.86,5,1,-1,1,0,0,0,1,Asking a questions about 3 view point sended by e-mail.,"Listening to first person, looking at the e-mail photoes, agree witj a first person to ask.",6.816,39.179,39.863,6,4,4,3,3,2,2,8.242,21.209,21.924,3,4,3,3,7.256,33.801,34.826,9,2,3,3,2.66666667,2,3,4,3,4,3,3.5,4,Meeting,14.832,25.681,37.307,3,checking her mail,2,1.294,12.622,14.21,3,1,4,6,41.6929016,-111.8147,NotRepeat,91.899,notoutlier,Meeting,Multitasken
R_2TFumC6euSL3cBC,bigsmall,switch,98.238.236.30,09/14/2015 5:56 PM,09/14/2015 6:00 PM,8875happy,Chrome,45.0.2454.85,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.745,0,3.547,22.482,28.03,5,0,-1,1,0,1,0,1,sending email,changing directions of the neck,1.65,21.32,22.234,7,2,2,2,2,5,2,5.374,15.96,17.033,4,2,2,4,9.841,21.085,21.398,12,3,3,3,3,4,3,4,3.66666667,3,3,3,3,Personal,1.208,20.952,21.277,3,99%,2,1.004,12.486,13.368,6,1,2,6,,,NotRepeat,61,notoutlier,NotMeeting,Multitasken
R_10OE7S8b5WmqBMb,bigsmall,switch,184.180.253.177,09/23/2015 5:26 AM,09/23/2015 5:31 AM,1071happy,Chrome,30.0.1599.101,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.7.3000 Chrome/30.0.1599.101 Safari/537.36",35.097,35.097,72.088,1,35.27,43.638,62.911,5,1,0,1,0,1,-1,2,talking very softly,looking at what person a was telling her,26.465,43.322,44.2,6,5,5,1,1,5,5,10.321,20.249,21.067,3,1,5,2,12.271,37.149,38.071,9,1,1,5,2.33333333,1,1,1,1,5,5,5,5,Meeting,16.996,18.171,32.699,2,not very,2,1.135,9.623,10.44,3,2,4,5,35.3659058,-94.412598,NotRepeat,95.711,notoutlier,Meeting,Multitasken
R_VQK2ipDjHBTEnp7,bigsmall,switch,67.184.94.23,09/14/2015 5:46 PM,09/14/2015 5:52 PM,3316happy,Safari iPad,8,iPad,768x1024,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",0,0,75.227,0,5.421,36.052,55.599,5,1,0,1,0,1,0,3,"Looking straight ahead, making noises of agreement",Providing 3 options and explaining their cost,5.126,46.321,47.551,12,3,3,4,4,4,3,8.504,18.334,19.158,3,2,2,3,6.044,26.379,27.005,11,4,4,1,3,4,1,4,3,3,2,2.5,4,Personal/Work,13.551,34.79,35.665,2,I noticed the change but it was not problematic,2,1.734,6.569,8.656,3,2,4,1,41.9734039,-88.206497,NotRepeat,86.212,notoutlier,NotMeeting,Multitasken
R_86a4RVGud6z9heN,bigsmall,switch,184.56.204.181,09/14/2015 5:48 PM,09/14/2015 5:59 PM,9892happy,Chrome,45.0.2454.86,CrOS armv7l 7262.52.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7262.52.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.86 Safari/537.36",0,0,150.054,0,5.983,86.517,95.954,6,1,0,1,0,1,0,3,Responding and talking to person B,Responding and talking to person A,6.199,40.407,41.446,7,5,5,5,4,5,5,8.429,23.873,25.167,3,5,5,5,9.749,31.749,33.09,9,2,2,2,2,2,2,2,2,5,5,5,5,Meeting,40.27,122.304,123.663,5,It was not very obvious that person A and person B recorded with different webcams,2,1.449,11.031,13.181,3,2,4,2,41.0417023,-81.559303,NotRepeat,90.717,notoutlier,Meeting,Multitasken
R_3g4TMJmHD2lrvhA,bigsmall,switch,47.21.152.61,09/14/2015 6:48 PM,09/14/2015 6:52 PM,8568happy,Chrome,45.0.2454.85,Windows NT 6.1,1360x765,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.224,0,4.066,40.45,40.949,5,1,0,1,0,1,0,3,Person A was giving her instructions to person B,"Person B was listening, and then looked into a different monitor before switching back.",3.057,12.08,12.874,6,4,4,3,3,4,4,10.848,14.051,15.124,3,3,4,4,6.766,18.947,19.93,9,4,4,3,3.66666667,3,3,3,3,4,4,4,4,Meeting,5.757,17.754,19.093,2,Very obvious when the switch happened.,2,1.534,7.398,9.248,3,1,4,3,40.6768951,-74.2155,NotRepeat,45.052,notoutlier,Meeting,Multitasken
R_3EEfI3AEr7bnVWI,bigsmall,switch,184.23.210.44,09/14/2015 7:54 PM,09/14/2015 7:59 PM,7153happy,Firefox,40,Macintosh,1280x800,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,140.805,0,8.363,45.935,46.407,7,1,0,1,0,1,0,3,"Staring straight ahead at screen the whole time, talking","Staring at screen, nodding, brief vocalizations of confirmation, switching between two different monitors/screen angles.",3.314,17.658,18.675,6,4,4,3,1,5,4,10.346,19.013,20.181,5,3,3,1,6.304,20.555,21.481,10,4,4,2,3.33333333,4,2,4,3.33333333,4,4,4,4,Meeting,7.587,31.614,34.049,2,"It was very obvious! Change of angle, change of perspective. I thought person B manually switched her cameras though.",2,1.194,8.317,10.193,3,2,4,2,37.8672028,-122.25681,NotRepeat,55.349,notoutlier,Meeting,Multitasken
R_3sdiGfkDvTOq6cQ,bigsmall,switch,54.174.77.195,09/14/2015 9:04 PM,09/14/2015 9:07 PM,2530happy,Chrome,45.0.2454.85,Windows NT 6.0,1776x1000,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",33.101,33.101,71.388,1,5.621,13.952,32.378,4,1,0,1,0,1,0,3,talking into a cam,acting liike they were immersed in conversation,3.343,16.548,17.246,7,3,3,4,3,5,2,12.837,18.077,19.029,3,3,3,4,5.716,25.447,26.896,10,3,3,5,3.66666667,4,2,4,3.33333333,5,4,4.5,4,Meeting,6.938,15.246,16.628,2,the cams were at diferent levels,2,1.285,7.006,8.473,3,2,3,2,39.0437012,-77.487503,NotRepeat,55.615,notoutlier,Meeting,Multitasken
R_1pG5FikRh7tGbfg,bigsmall,switch,68.56.85.161,09/15/2015 12:34 AM,09/15/2015 12:40 AM,3742happy,Chrome,42.0.2311.135,Macintosh,1280x800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",0,0,91.875,0,4.724,27.516,31.858,5,1,0,1,0,1,0,3,"moving to a different screen, looking at her computer",speaking into the camera,2.83,32.4,32.798,12,2,2,4,3,5,2,9.846,14.62,15.155,4,2,2,4,4.468,52.208,52.633,13,4,3,1,2.66666667,3,1,4,2.66666667,3,2,2.5,2,Personal/Work,5.459,18.906,19.747,2,it was obvious,2,1.01,6.883,8.752,3,2,3,2,42.953598,-85.6576,NotRepeat,98.183,notoutlier,NotMeeting,Multitasken
R_3Lb7fBhn3PYWmGZ,bigsmall,switch,73.4.156.42,09/15/2015 5:53 AM,09/15/2015 5:59 AM,9630happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,91.203,0,5.503,34.137,66.176,5,1,0,1,0,1,0,3,Describing the advertisement campaign,Closely watching her webcam...on her two monitors.,9.511,36.744,37.434,6,4,5,4,4,5,4,15.03,29.676,30.207,5,5,3,4,15.077,42.85,43.97,10,4,4,2,3.33333333,4,3,4,3.66666667,2,1,1.5,4,Personal,8.9,37.528,39.257,2,"Very obvious, I noticed right away when the webcam changed angles.",2,1.844,8.921,10.866,3,1,3,2,42.7913971,-71.132202,NotRepeat,97.27,notoutlier,NotMeeting,Multitasken
R_2S7ffUSvAYQ87ww,bigsmall,switch,50.137.139.99,09/15/2015 5:59 AM,09/15/2015 6:06 AM,8289happy,Firefox,40,Windows NT 6.0,1024x768,Mozilla/5.0 (Windows NT 6.0; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,82.246,0,7.832,150.046,181.242,7,1,0,1,0,1,0,3,"Assuming person A is the smaller window, she was reading from something and looking at the camera","Looking at the camera, turning to the right to look at another camera",6.165,22.717,23.708,6,4,4,3,3,4,4,14.982,21.663,22.72,3,4,4,4,5.652,26.804,27.728,9,2,2,2,2,2,2,2,2,4,3,3.5,4,Meeting,6.767,63.879,71.951,2,completely obvious.,2,1.489,8.579,10.929,3,2,3,2,44.4698029,-123.343,NotRepeat,65.365,notoutlier,Meeting,Multitasken
R_3kt7NlAevTONOQ3,bigsmall,switch,74.68.51.54,09/15/2015 1:00 PM,09/15/2015 1:10 PM,3485happy,Firefox,40,Android,360x592,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,0,0,76.003,0,9.352,83.741,149.879,5,1,0,1,0,1,0,3,Person A was reading from her notes/powerpoint on how to go about completing the project. She was attentive and focused on saying what she needed to say.,"She was listening watching the presentation of person A. She looked away for a moment, possible to a second screen, then resumed listening to the presentation.",8.614,32.69,35.001,8,4,4,4,3,5,4,13.658,21.944,23.829,3,4,4,4,3.956,28.367,30.569,9,3,4,3,3.33333333,2,2,4,2.66666667,4,4,4,5,Meeting,14.605,70.112,76.184,3,It was very obvious. This was because there was a complete point of view switch.,2,5.407,13.348,15.997,2,1,4,3,41.4487,-74.469002,NotRepeat,84.567,notoutlier,Meeting,Multitasken
R_3rHSdAYReZMBGkj,bigsmall,switch,75.143.134.247,09/15/2015 6:57 PM,09/15/2015 7:03 PM,4896happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,72.596,0,5.916,28.983,40.628,4,1,0,1,0,1,0,3,Person A was looking at something,Person B was talking and sitting.,3.414,27.982,28.986,11,5,3,4,4,4,2,7.227,12.981,15.39,3,2,2,4,3.479,23.564,24.65,11,4,4,2,3.33333333,4,2,4,3.33333333,2,2,2,2,Personal/Work,5.771,27.867,28.685,3,Because the camera shifted focus during the interview.,2,1.18,6.173,7.826,3,2,4,4,45.6799011,-89.346001,NotRepeat,64.462,notoutlier,NotMeeting,Multitasken
R_x0dpHwXDFWR2fpT,bigsmall,switch,72.23.5.90,09/14/2015 6:13 PM,09/14/2015 6:17 PM,7857happy,Firefox,40,Windows NT 6.1,1680x1050,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,68.799,68.799,71.886,1,3.039,22.376,40.012,5,1,0,1,0,1,0,3,talking to person A,Switching from one camera to another and not saying much,2.7,13.141,13.851,6,4,5,2,2,5,5,5.278,9.39,10.804,3,4,5,4,5.678,17.11,18.018,9,1,1,1,1,1,1,1,1,5,1,3,5,Meeting,5.297,17.266,18.181,2,it was very obvious.,2,1.385,8.938,9.961,3,1,4,2,,,NotRepeat,44.83,notoutlier,Meeting,Multitasken
R_xbBLpxfzS9uQakx,bigsmall,switch,200.82.172.252,09/14/2015 10:18 PM,09/15/2015 12:08 AM,8428happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,107.34,0,189.92,253.745,274.444,4,1,0,1,0,1,0,3,He is attending the explanation of events,This explaining regarding events,67.669,79.646,80.568,6,4,4,5,4,3,4,20.573,28.005,28.754,3,4,3,4,38.942,69.439,70.436,9,2,4,2,2.66666667,2,2,2,2,4,4,4,5,Meeting,29.783,33.395,34.888,2,It was noted obvious change camera,2,1.293,14.185,15.287,3,1,2,4,,,NotRepeat,169.291,notoutlier,Meeting,Multitasken
R_3CIoM0aXs1mrr1w,bigsmall,switch,75.76.106.74,09/15/2015 4:34 AM,09/15/2015 4:47 AM,3732happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.125,0,1.44,51.112,96.017,8,1,0,1,0,1,0,3,she was discussing locations for marketing campaign in a formal language,she was listening carefully and paying attention to person a and she was looking at the email that person a has sent,3.336,40.015,52.014,12,4,4,5,5,4,3,2.047,28.399,29.343,15,4,4,4,7.596,38.845,42.315,12,4,5,4,4.33333333,4,4,5,4.33333333,5,3,4,4,Personal/Work,4.942,45.877,49.08,10,very obvious,2,1.088,11.465,12.755,3,1,2,7,,,NotRepeat,122.084,notoutlier,NotMeeting,Multitasken
R_1CDubWEIPCFAyYy,bigsmall,switch,190.53.106.191,09/14/2015 7:26 PM,09/15/2015 1:57 PM,7994happy,Chrome,45.0.2454.85,Windows NT 6.3,1280x800,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",88.636,88.636,89.546,1,15.904,100.984,103.297,12,1,0,1,0,1,0,3,give orders,hear,10.276,28.955,29.319,11,5,4,4,4,3,4,6.107,9.331,9.918,5,3,3,3,0.953,25.243,25.932,12,2,2,2,2,2,2,3,2.33333333,4,3,3.5,4,Meeting,25.456,29.952,30.608,4,obvious,2,1.648,6.72,8.325,3,1,2,2,,,NotRepeat,68.576,notoutlier,Meeting,Multitasken
R_1pKbaGXI5k7KFvm,bigsmall,switch,205.232.28.240,09/22/2015 4:26 PM,09/22/2015 4:30 PM,2626happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.586,0,3.782,7.434,36.789,4,1,0,1,0,1,0,3,Describing locations for advertisments,Listening to the suggestions and checking on them,3.856,13.841,14.821,6,3,3,4,3,5,3,8.977,16.041,16.988,3,2,3,2,6.277,20.607,21.492,9,2,2,2,2,2,2,2,2,3,4,3.5,4,Meeting,4.551,11.391,15.543,2,Very obvious,2,1.293,7.614,9.317,3,1,3,2,43.1548004,-75.142601,NotRepeat,48.63,notoutlier,Meeting,Multitasken
R_3LXAqgsDlQYykKk,bigsmall,switch,96.236.217.99,09/22/2015 4:44 PM,09/22/2015 4:49 PM,7955happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.708,0,3.5,35.604,57.527,6,1,0,1,0,1,0,3,talking to her advisor and then looking on a screen,Video chat with another worker,2.768,13.137,13.911,6,5,5,4,3,5,5,11.639,24.631,25.342,3,3,5,5,6.028,22.452,24.126,9,1,1,1,1,1,1,1,1,5,5,5,5,Meeting,10.703,27.81,28.918,2,it switch to a diffeent view,2,1.433,8.1,9.723,3,2,5,4,40.4051056,-80.035202,NotRepeat,50.76,notoutlier,Meeting,Multitasken
R_3j0QTZlLkNpXmuM,bigsmall,switch,173.49.238.142,09/22/2015 5:49 PM,09/22/2015 5:54 PM,2354happy,Chrome,45.0.2454.93,Windows NT 10.0,1280x720,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",7.587,75.837,77.091,2,11.217,35.505,47.468,5,1,0,1,0,1,0,3,talking to person B,listening to person A,7.223,35.577,36.887,9,4,3,4,3,4,3,10.694,18.208,19.393,4,2,4,2,3.39,32.913,34.187,12,3,3,2,2.66666667,3,2,2,2.33333333,3,4,3.5,3,Meeting,10.959,22.783,24.159,4,dont really know,2,1.797,11.786,13.317,7,2,4,2,39.8553925,-75.634201,NotRepeat,88.391,notoutlier,Meeting,Multitasken
R_TcOvzmIdJsIokff,bigsmall,switch,73.41.186.155,09/22/2015 11:51 PM,09/22/2015 11:57 PM,8918happy,Chrome,35.0.1916.114,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,0,93.491,0,11.624,42.657,57.642,3,1,0,1,0,1,0,3,she was giving information.,other was listening,5.694,26.726,27.902,9,4,4,3,3,4,4,8.9,21.357,22.256,4,4,4,3,18.164,36.74,38.041,10,2,5,3,3.33333333,2,2,2,2,5,2,3.5,5,Meeting,28.222,28.222,29.353,1,no comment,2,1.175,14.826,16.394,4,2,3,4,38.6681061,-121.3736,NotRepeat,86.337,notoutlier,Meeting,Multitasken
R_1C7rOsy7gFtSeC8,bigsmall,switch,73.46.199.178,09/22/2015 11:55 PM,09/23/2015 12:02 AM,7204happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,92.177,0,5.459,24.723,64.306,6,1,0,1,0,1,0,3,Person A was the talker,"Person B didn't seem to be doing much just listening, although i thought she was out in space",19.651,37.179,38.471,6,3,3,4,4,4,3,12.777,37.136,38.218,6,2,2,4,8.073,38.584,39.524,12,3,4,3,3.33333333,3,3,4,3.33333333,4,4,4,2,Meeting,16.394,37.498,41.484,2,I didn't realized that until it switch screens,2,1.055,11.551,13.163,3,2,3,4,25.4902954,-80.418701,NotRepeat,97.158,notoutlier,Meeting,Multitasken
R_3NyP3DzjyrUIPPv,bigsmall,switch,97.121.81.170,09/23/2015 12:12 AM,09/23/2015 12:20 AM,4020happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",5.695,270.87,271.934,3,7.975,39.169,66.226,10,1,0,1,0,1,0,3,Explaining the project to person B,Looking at another screen while person A was talking,3.785,11.127,14.103,6,4,4,5,5,5,5,6.17,11.033,11.887,3,3,5,4,5.381,23.677,25.262,10,1,3,1,1.66666667,1,1,1,1,5,4,4.5,4,Meeting,7.766,21.744,22.875,3,The angle changed,2,1.484,7.916,8.634,6,2,2,2,41.4803009,-96.472801,NotRepeat,50.999,notoutlier,Meeting,Multitasken
R_3rNGAjfkNMFsaD7,bigsmall,switch,107.217.186.64,09/23/2015 12:50 AM,09/23/2015 12:57 AM,9828happy,Firefox,41,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,0,0,84.498,0,17.552,128.156,138.489,8,1,0,1,0,1,0,3,talking  slowly,"listening, looking tense and nervous and possibly bored.",8.768,23.844,31.909,8,4,4,3,3,4,4,22.645,31.606,34.529,4,4,4,2,10.001,28.859,33.966,9,4,4,2,3.33333333,4,2,4,3.33333333,4,4,4,4,Meeting,9.26,36.51,41.121,2,the angle switched so it was obvious,2,1.625,11.699,13.24,3,1,3,4,37.7606964,-122.4842,NotRepeat,83.115,notoutlier,Meeting,Multitasken
R_1OYJnmumniPL9Ux,bigsmall,switch,76.233.246.34,09/23/2015 3:46 AM,09/23/2015 3:51 AM,1239happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",3.521,79.385,81.095,3,3.732,14.953,46.035,11,1,0,1,0,1,0,3,She was looking into the camera talking.,She just kept agreeing and had no other input.,9.581,24.133,25.465,7,2,2,4,3,5,2,10.737,17.705,18.786,3,2,2,3,5.859,35.614,36.997,14,3,3,1,2.33333333,3,1,4,2.66666667,2,2,2,2,Personal,9.627,26.555,28.508,2,It was very obvious because the angle changed.,2,1.649,12.471,13.58,11,2,4,4,32.8672943,-97.248596,NotRepeat,79.042,notoutlier,NotMeeting,Multitasken
R_32Yhp0GYeSS2V6g,bigsmall,switch,98.113.94.61,09/23/2015 4:03 AM,09/23/2015 4:09 AM,7328happy,Chrome,43.0.2357.81,Windows NT 10.0,1680x945,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/43.3.3.185 Chrome/43.0.2357.81 Safari/537.36",0,0,86.33,0,2.804,25.94,51.665,5,1,0,1,0,1,0,3,she was explaining the location options,sh was looking at the locations on screen,8.412,19.242,20.799,6,3,4,2,2,4,4,5.139,10.658,11.371,4,4,4,4,4.515,17.884,19.143,9,2,2,2,2,2,2,2,2,4,4,4,4,Meeting,10.897,13.721,57.261,2,"she turned to her left to the second monitor, then when done, she turned back to the first one.",2,1.208,8.448,11.068,3,1,4,4,40.6983032,-73.888,NotRepeat,55.01,notoutlier,Meeting,Multitasken
R_ZfwziqzFFpE2uYN,bigsmall,switch,107.204.185.88,09/23/2015 4:47 AM,09/23/2015 4:53 AM,7853happy,Chrome,45.0.2454.99,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,81.678,0,35.949,137.814,152.432,5,1,0,1,0,1,0,3,talking to person B about potential locations,responding to person a. checking her computer,3.445,11.337,12.051,6,5,5,4,3,4,4,5.032,6.216,6.851,3,4,4,4,4.719,18.989,21.137,11,2,2,1,1.66666667,2,1,2,1.66666667,5,4,4.5,5,Meeting,8.419,10.076,21.349,2,it wasn't really obvious to me,2,1.28,6.563,8.69,3,2,4,1,29.7449036,-95.731102,NotRepeat,44.878,notoutlier,Meeting,Multitasken
R_0UN5vz66zZzCsE1,bigsmall,switch,67.61.199.70,09/23/2015 7:01 AM,09/23/2015 7:05 AM,8312happy,Chrome,45.0.2454.99,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,78.636,0,8.004,15.05,41.528,5,1,0,1,0,1,0,3,They were sitting in front of a camera talking,They were sitting in front of a camera and periodically switched angles,6.184,16.082,16.777,7,3,2,5,3,5,2,3.829,10.365,11.141,3,2,5,4,12.506,31.751,32.439,15,2,3,1,2,3,1,3,2.33333333,4,3,3.5,4,Meeting,6.547,14.828,15.555,3,really obvious,2,1.909,5.129,6.279,3,1,3,1,33.6965027,-85.681999,NotRepeat,58.495,notoutlier,Meeting,Multitasken
R_2qxYiIjKZObfiCn,bigsmall,switch,54.148.44.119,09/15/2015 10:42 AM,09/15/2015 10:49 AM,5515happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",7.034,77.074,79.333,2,3.557,89.083,96.264,10,1,-1,0,0,1,0,1,the person A was talking and explaining places,the person B was listening,6.983,17.551,18.938,6,5,5,1,1,4,4,11.137,17.017,18.171,3,4,4,4,5.458,18.266,19.002,11,1,1,1,1,5,1,1,2.33333333,5,1,3,5,Meeting,23.16,35.841,36.368,5,obvious,1,1.909,7.973,9.225,3,1,3,5,45.8399048,-119.7006,NotRepeat,50.165,notoutlier,Meeting,Multitasken
R_3p427khrx8MbksG,bigsmall,switch,23.19.26.250,09/15/2015 3:43 PM,09/15/2015 3:54 PM,8650happy,Firefox,40,Ubuntu,1024x768,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,81.66,0,44.39,163.063,165.327,10,1,0,1,-1,0,0,1,just speak a lot,just speak a lot,13.392,58.256,60.383,9,5,4,3,3,4,4,17.899,39.703,40.831,5,4,4,3,13.836,54.166,55.555,9,3,3,2,2.66666667,3,2,3,2.66666667,4,4,4,4,Meeting,15.398,165.839,168.443,4,It was very obvious because videoconferencing only have a camera person,1,1.678,12.649,14.985,3,1,3,2,34.1716003,-118.3216,NotRepeat,135.923,notoutlier,Meeting,Multitasken
R_3kN7As1d67NIKYu,bigsmall,switch,199.184.38.5,09/22/2015 7:49 PM,09/22/2015 7:58 PM,1252happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",72.266,152.645,155.455,2,24.756,115.436,140.783,12,1,0,1,0,0,-1,1,she is giving the instructions about campaing,She is watching the in the pc and listen the instrucctions,9.432,61.038,62.224,10,3,4,4,2,4,4,20.154,32.428,33.272,3,2,4,4,14.92,40.343,41.252,8,2,2,2,2,1,2,2,1.66666667,4,2,3,4,Meeting,6.469,44.957,46.174,3,because it is another pc,1,2.399,24.287,28.154,3,1,4,2,38.8318024,-77.288803,NotRepeat,134.63,notoutlier,Meeting,Multitasken
